667	6	1	1	 HRES444	 Passed	 Providing for consideration of S. 1287; Nuclear Waste Policy Amendments Act	 On Ordering the Previous Question	 H RES 444 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR CONSIDERATION OF S. 1287; NUCLEAR WASTE POLICY AMENDMENTS ACT										
668	6	1	1	 HRES444	 Passed	 Providing for consideration of S. 1287; Nuclear Waste Policy Amendments Act	 On Agreeing to the Resolution	 H RES 444 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF S. 1287; NUCLEAR WASTE POLICY AMENDMENTS ACT										
669	6	1	1	 S1287	 Passed	 Nuclear Waste Policy Amendments Act of 2000	 Will the House Consider the Bill	 S 1287 QUESTION: WILL THE HOUSE CONSIDER THE BILL NUCLEAR WASTE POLICY AMENDMENTS ACT OF 2000										
670	1	6	1	 S1287	 Failed	 Nuclear Waste Policy Amendments Act of 2000	 Commit with Instructions	 S 1287 QUESTION: COMMIT WITH INSTRUCTIONS NUCLEAR WASTE POLICY AMENDMENTS ACT OF 2000										
671	6	1	1	 S1287	 Passed	 Nuclear Waste Policy Amendments Act of 2000	 On Passage	 S 1287 QUESTION: ON PASSAGE NUCLEAR WASTE POLICY AMENDMENTS ACT OF 2000										
672	6	1	1	 HRES445	 Passed	 Providing for consideration of H.R. 3822; Oil Price Reduction Act of 2000	 On Ordering the Previous Question	 H RES 445 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR CONSIDERATION OF H.R. 3822; OIL PRICE REDUCTION ACT OF 2000										
673	1	1	0	 HR3822	 Passed	 Oil Price Reduction Act	 On Passage	 H R 3822 QUESTION: ON PASSAGE OIL PRICE REDUCTION ACT										
674	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
675	6	1	1	 HRES446	 Passed	 Providing for consideration of H. Con Res. 290 establishing the congressional budget for the United States Government for FY 2001	 On Ordering the Previous Question	 H RES 446 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR CONSIDERATION OF H. CON RES. 290 ESTABLISHING THE CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR FY 2001										
676	6	1	1	 HRES446	 Passed	 Providing for consideration of H. Con Res. 290 establishing the congressional budget for the United States Government for FY 2001	 On agreeing to the resolution	 as amended	 H RES 446 QUESTION: ON AGREEING TO THE RESOLUTION	 AS AMENDED PROVIDING FOR CONSIDERATION OF H. CON RES. 290 ESTABLISHING THE CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR FY 2001								
677	6	1	1	 HCONRES290	 Passed	 Budget Resolution for F.Y. 2001	 On Motion that the Committee Rise	 H CON RES 290 QUESTION: ON MOTION THAT THE COMMITTEE RISE BUDGET RESOLUTION FOR F.Y. 2001										
678	6	6	0	 HCONRES290	 Failed	 nan	 On Agreeing to the Amendment	 H CON RES 290 AUTHOR(S): OWENS OF NEW YORK SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT BUDGET RESOLUTION FOR F.Y. 2001										
679	6	6	0	 HCONRES290	 Failed	 nan	 On Agreeing to the Amendment	 H CON RES 290 AUTHOR(S): DEFAZIO OF OREGON SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT BUDGET RESOLUTION FOR F.Y. 2001										
680	1	6	1	 HCONRES290	 Failed	 nan	 On Agreeing to the Amendment	 H CON RES 290 AUTHOR(S): STENHOLM OF TEXAS SUBSTITUTE AMENDMENT (AS MODIFIED QUESTION: ON AGREEING TO THE AMENDMENT BUDGET RESOLUTION FOR F.Y. 2001										
681	6	6	0	 HCONRES290	 Failed	 nan	 On Agreeing to the Amendment	 H CON RES 290 AUTHOR(S): SUNUNU OF NEW HAMPSHIRE SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT BUDGET RESOLUTION FOR F.Y. 2001										
682	1	6	1	 HCONRES290	 Failed	 nan	 On Agreeing to the Amendment	 H CON RES 290 AUTHOR(S): SPRATT OF SOUTH CAROLINA SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT BUDGET RESOLUTION FOR F.Y. 2001										
683	6	1	1	 HCONRES290	 Passed	 Budget Resolution for F.Y. 2001	 On Agreeing to the Resolution	 H CON RES 290 QUESTION: ON AGREEING TO THE RESOLUTION BUDGET RESOLUTION FOR F.Y. 2001										
684	1	1	0	 HR2412	 Passed	 Designating the E. Ross Adair Federal Building and U.S. Courthouse	 On Motion to Suspend the Rules and Pass	 H R 2412 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS DESIGNATING THE E. ROSS ADAIR FEDERAL BUILDING AND U.S. COURTHOUSE										
685	1	1	0	 HCONRES292	 Passed	 Congratulating the people of Taiwan for the successful conclusion of presidential elections on March 18	 2000 and reaffirming United States policy toward Taiwan and the People’s Republic of China	 Suspend the Rules and Agree	 as Amended	 H CON RES 292 QUESTION: SUSPEND THE RULES AND AGREE	 AS AMENDED CONGRATULATING THE PEOPLE OF TAIWAN FOR THE SUCCESSFUL CONCLUSION OF PRESIDENTIAL ELECTIONS ON MARCH 18	 2000 AND REAFFIRMING UNITED STATES POLICY TOWARD TAIWAN AND THE PEOPLE'S REPUBLIC OF CHINA						
686	1	1	0	 HCONRES269	 Passed	 Commending the Library of Congress and its staff for 200 years of outstanding service to the Congress and the Nation	 On Motion to Suspend the Rules and Agree	 H CON RES 269 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE COMMENDING THE LIBRARY OF CONGRESS AND ITS STAFF FOR 200 YEARS OF OUTSTANDING SERVICE TO THE CONGRESS AND THE NATION										
687	1	1	0	 HR5	 Passed	 Senior Citizens’ Freedom to Work Act	 Agree to Senate Amendment	 H R 5 QUESTION: AGREE TO SENATE AMENDMENT SENIOR CITIZENS' FREEDOM TO WORK ACT										
688	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
689	6	1	1	 HRES450	 Passed	 Providing for consideration of H.R. 3908; Making emergency supplemental appropriations for F.Y. 2000	 On Agreeing to the Resolution	 H RES 450 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 3908; MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
690	6	6	0	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): SANFORD OF SOUTH CAROLINA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
691	1	1	0	 HR3908	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): TOOMEY OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
692	1	6	1	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): OBEY OF WISCONSIN AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
693	1	1	0	 HR3908	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): LEWIS OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
694	6	6	0	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): RAMSTAD OF MINNESOTA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
695	1	1	0	 HR3908	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): GILMAN OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
696	6	1	1	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): FOWLER OF FLORIDA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
697	6	1	1	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): KASICH OF OHIO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
698	1	1	0	 HR3908	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): WELDON OF PENNSYLVANIA AMENDMENT (AS MODIFIED) QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
699	6	6	0	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): STEARNS OF FLORIDA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
700	6	6	0	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): PAUL OF TEXAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
701	6	1	1	 HR3908	 Failed	 nan	 On Agreeing to the Amendment	 H R 3908 AUTHOR(S): TANCREDO OF COLORADO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
702	1	6	1	 HR3908	 Failed	 Making Emergency Supplemental Appropriations for F.Y. 2000	 On Motion to Recommit with Instructions	 H R 3908 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
703	1	1	0	 HR3908	 Passed	 Making Emergency Supplemental Appropriations for F.Y. 2000	 On Passage	 H R 3908 QUESTION: ON PASSAGE MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR F.Y. 2000										
704	1	1	0	 HR1089	 Passed	 Mutual Fund Tax Awareness Act	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 1089 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED MUTUAL FUND TAX AWARENESS ACT								
705	1	1	0	 HR3591	 Passed	 Provide for the award of a gold medal on behalf of the Congress to former President Ronald Reagan and his wife Nancy Reagan in recognition of their service to the Nation	 On Motion to Suspend the Rules and Pass	 H R 3591 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS PROVIDE FOR THE AWARD OF A GOLD MEDAL ON BEHALF OF THE CONGRESS TO FORMER PRESIDENT RONALD REAGAN AND HIS WIFE NANCY REAGAN IN RECOGNITION OF THEIR SERVICE TO THE NATION										
706	1	6	1	 HR2418	 Failed	 nan	 On Agreeing to the Amendment	 H R 2418 AUTHOR(S): LAHOOD OF ILLINOIS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT ORGAN PROCUREMENT AND TRANSPLANTATION NETWORK AMENDMENTS OF 1999										
707	1	1	0	 HR2418	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2418 AUTHOR(S): DEGETTE OF COLORADO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT ORGAN PROCUREMENT AND TRANSPLANTATION NETWORK AMENDMENTS OF 1999										
708	1	6	1	 HR2418	 Failed	 nan	 On Agreeing to the Amendment	 H R 2418 AUTHOR(S): LUTHER OF MINNESOTA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT ORGAN PROCUREMENT AND TRANSPLANTATION NETWORK AMENDMENTS OF 1999										
709	6	1	1	 HR2418	 Passed	 Organ Procurement and Transplantation Network Amendments of 1999	 On Passage	 H R 2418 QUESTION: ON PASSAGE ORGAN PROCUREMENT AND TRANSPLANTATION NETWORK AMENDMENTS OF 1999										
710	6	1	1	 HRES457	 Passed	 Providing for consideration of H.R. 3660; Partial-Birth Abortion Ban Act of 2000	 On Agreeing to the Resolution	 H RES 457 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 3660; PARTIAL-BIRTH ABORTION BAN ACT OF 2000										
711	1	6	1	 HR3660	 Failed	 Partial-Birth Abortion Ban Act of 2000	 On Motion to Recommit with Instructions	 H R 3660 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS PARTIAL-BIRTH ABORTION BAN ACT OF 2000										
712	6	1	1	 HR3660	 Passed	 Partial-Birth Abortion Ban Act of 2000	 On Passage	 H R 3660 QUESTION: ON PASSAGE PARTIAL-BIRTH ABORTION BAN ACT OF 2000										
713	1	1	0	 HR3671	 Passed	 Wildlife and Sport Fish Restoration Progrms Improvement Act	 On Passage	 H R 3671 QUESTION: ON PASSAGE WILDLIFE AND SPORT FISH RESTORATION PROGRMS IMPROVEMENT ACT										
714	6	6	0	 HR1776	 Failed	 nan	 On Agreeing to the Amendment	 H R 1776 AUTHOR(S): COBURN OF OKLAHOMA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AMERICAN HOMEOWNERSHIP AND ECONOMIC OPPORTUNITY ACT										
715	6	6	0	 HR1776	 Failed	 nan	 On Agreeing to the Amendment	 H R 1776 AUTHOR(S): WATERS OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AMERICAN HOMEOWNERSHIP AND ECONOMIC OPPORTUNITY ACT										
716	6	1	1	 HR1776	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 1776 AUTHOR(S): TRAFICANT OF OHIO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AMERICAN HOMEOWNERSHIP AND ECONOMIC OPPORTUNITY ACT										
717	6	1	1	 HR1776	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 1776 AUTHOR(S): SOUDER OF INDIANA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AMERICAN HOMEOWNERSHIP AND ECONOMIC OPPORTUNITY ACT										
718	1	1	0	 HR1776	 Passed	 American Homeownership and Economic Opportunity Act	 On Passage	 H R 1776 QUESTION: ON PASSAGE AMERICAN HOMEOWNERSHIP AND ECONOMIC OPPORTUNITY ACT										
719	1	1	0	 HCONRES282	 Passed	 Declaring the “Person of the Century” for the 20th century to have been the American G.I.	 On Motion to Suspend the Rules and Agree	 as Amended	 H CON RES 282 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE	" AS AMENDED DECLARING THE ""PERSON OF THE CENTURY"" FOR THE 20TH CENTURY TO HAVE BEEN THE AMERICAN G.I."								
720	1	1	0	 HCONRES228	 Passed	 Honoring the members of the Armed Forces and Federal civilian employees who served the Nation during the Vietnam era in defense of United States national security interests	 On Motion to Suspend the Rules and Agree	 H CON RES 228 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE HONORING THE MEMBERS OF THE ARMED FORCES AND FEDERAL CIVILIAN EMPLOYEES WHO SERVED THE NATION DURING THE VIETNAM ERA IN DEFENSE OF UNITED STATES NATIONAL SECURITY INTERESTS										
721	1	1	0	 S777	 Passed	 Freedom to E-File Act	 On Motion to Suspend the Rules and Pass	 as Amended	 S 777 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED FREEDOM TO E-FILE ACT								
722	1	6	1	 HCONRES290	 Failed	 Budget Resolution for F.Y. 2001	 On Motion to Instruct Conferees	 H CON RES 290 QUESTION: ON MOTION TO INSTRUCT CONFEREES BUDGET RESOLUTION FOR F.Y. 2001										
723	1	1	0	 HR4051	 Passed	 Project Exile: The Safe Streets and Neighborhoods Act of 2000	 Suspend the rules and pass	 H R 4051 QUESTION: SUSPEND THE RULES AND PASS PROJECT EXILE: THE SAFE STREETS AND NEIGHBORHOODS ACT OF 2000										
724	1	1	0	 HR4163	 Passed	 Taxpayer Bill of Rights 2000	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 4163 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED TAXPAYER BILL OF RIGHTS 2000								
725	6	6	0	 HRES467	 Failed	 Expressing the sense of the House of Representatives that the tax and user fee increases proposed by the Administration in the FY 2001 budget should be adopted.	 On motion to suspend the rules and agree	 H RES 467 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES THAT THE TAX AND USER FEE INCREASES PROPOSED BY THE ADMINISTRATION IN THE FY 2001 BUDGET SHOULD BE ADOPTED.										
726	1	1	0	 HR1501	 Passed	 Juvenile Justice Reform Act	 On motion to instruct conferees	 H R 1501 QUESTION: ON MOTION TO INSTRUCT CONFEREES JUVENILE JUSTICE REFORM ACT										
727	6	1	1	 HJRES94	 Failed	 Proposing an amendment to the Constitution of the United States with respect to tax limitations	 On Passage	 H J RES 94 QUESTION: ON PASSAGE PROPOSING AN AMENDMENT TO THE CONSTITUTION OF THE UNITED STATES WITH RESPECT TO TAX LIMITATIONS										
728	1	1	0	 HR2328	 Passed	 Clean Lakes Program Reauthorization	 On Passage	 H R 2328 QUESTION: ON PASSAGE CLEAN LAKES PROGRAM REAUTHORIZATION										
729	1	1	0	 HR3039	 Passed	 Chesapeake Bay Restoration Act	 On Passage	 H R 3039 QUESTION: ON PASSAGE CHESAPEAKE BAY RESTORATION ACT										
730	1	1	0	 HR2884	 Passed	 To extend energy conservation programs under the Energy Policy and Conservation Act through fiscal year 2003	 Suspend the rules and pass	 as amended	 H R 2884 QUESTION: SUSPEND THE RULES AND PASS	 AS AMENDED TO EXTEND ENERGY CONSERVATION PROGRAMS UNDER THE ENERGY POLICY AND CONSERVATION ACT THROUGH FISCAL YEAR 2003								
731	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
732	6	1	1	 HRES474	 Passed	 Waiving points of order against the conference report to accompany H.Con.Res. 290; The Budget Resolution for F.Y. 2001	 On Agreeing to the Resolution	 H RES 474 QUESTION: ON AGREEING TO THE RESOLUTION WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT TO ACCOMPANY H.CON.RES. 290; THE BUDGET RESOLUTION FOR F.Y. 2001										
733	6	1	1	 HCONRES290	 Passed	 Budget Resolution for F.Y. 2001	 On Agreeing to the Conference Report	 H CON RES 290 QUESTION: ON AGREEING TO THE CONFERENCE REPORT BUDGET RESOLUTION FOR F.Y. 2001										
734	1	6	1	 HR4199	 Failed	 Date Certain Tax Code Replacement Act	 On Motion to Recommit with Instructions	 H R 4199 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS DATE CERTAIN TAX CODE REPLACEMENT ACT										
735	6	1	1	 HR4199	 Passed	 Date Certain Tax Code Replacement Act	 On Passage	 H R 4199 QUESTION: ON PASSAGE DATE CERTAIN TAX CODE REPLACEMENT ACT										
736	1	1	0	 HR3615	 Passed	 Rural Local Broadcast Signal Act	 On Passage	 H R 3615 QUESTION: ON PASSAGE RURAL LOCAL BROADCAST SIGNAL ACT										
737	1	6	1	 HR3439	 Failed	 nan	 On Agreeing to the Amendment	 H R 3439 AUTHOR(S): BARRETT OF WISCONSIN AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT RADIO BROADCASTING PRESERVATION ACT										
738	6	1	1	 HR3439	 Passed	 Radio Broadcasting Preservation Act	 On Passage	 H R 3439 QUESTION: ON PASSAGE RADIO BROADCASTING PRESERVATION ACT										
739	1	1	0	 HCONRES300	 Passed	 Recognizing and Commending Our Nation’s Federal Workforce for Successfully Preparing Our Nation to Withstand any Catastrophic Year 2000 Computer Problem Disruptions	 On Motion to Suspend the Rules and Agree	 H CON RES 300 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE RECOGNIZING AND COMMENDING OUR NATION'S FEDERAL WORKFORCE FOR SUCCESSFULLY PREPARING OUR NATION TO WITHSTAND ANY CATASTROPHIC YEAR 2000 COMPUTER PROBLEM DISRUPTIONS										
740	1	1	0	 HR2932	 Passed	 Golden Spike/Crossroads of the West National Heritage Area	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 2932 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED GOLDEN SPIKE/CROSSROADS OF THE WEST NATIONAL HERITAGE AREA								
741	1	1	0	 HCONRES295	 Passed	 Relating to continuing human rights violations and political oppression in the Socialist Republic of Vietnam 25 years after the fall of South Vietnam to Communist forces	 On Motion to Suspend the Rules and Agree	 as Amended	 H CON RES 295 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE	 AS AMENDED RELATING TO CONTINUING HUMAN RIGHTS VIOLATIONS AND POLITICAL OPPRESSION IN THE SOCIALIST REPUBLIC OF VIETNAM 25 YEARS AFTER THE FALL OF SOUTH VIETNAM  TO COMMUNIST FORCES								
742	1	1	0	 HCONRES304	 Passed	 Expressing the condemnation of the continued egregious violations of human rights in the Republic of Belarus	 On Motion to Suspend the Rules and Agree	 H CON RES 304 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE CONDEMNATION OF THE CONTINUED EGREGIOUS VIOLATIONS OF HUMAN RIGHTS IN THE REPUBLIC OF BELARUS										
743	1	1	0	 S1744	 Passed	 Continued Submission of Certain Species Conservation Reports	 On Motion to Suspend the Rules and Pass	 S 1744 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS CONTINUED SUBMISSION OF CERTAIN SPECIES CONSERVATION REPORTS										
744	1	1	0	 HR1509	 Passed	 Disabled Veterans’ LIFE Memorial Foundation	 On Motion to Suspend the Rules and Pass	 H R 1509 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS DISABLED VETERANS' LIFE MEMORIAL FOUNDATION										
745	1	1	0	 HCONRES310	 Passed	 Supporting a National Charter Schools Week	 On Motion to Suspend the Rules and Agree	 H CON RES 310 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE SUPPORTING A NATIONAL CHARTER SCHOOLS WEEK										
746	1	1	0	 HR2957	 Passed	 Lake Pontchartrain Basin Restoration Act	 On Passage	 H R 2957 QUESTION: ON PASSAGE LAKE PONTCHARTRAIN BASIN RESTORATION ACT										
747	1	1	0	 S2323	 Passed	 Worker Economic Opportunity Act	 On Motion to Suspend the Rules and Pass	 S 2323 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS WORKER ECONOMIC OPPORTUNITY ACT										
748	1	1	0	 HR4055	 Passed	 IDEA Full Funding Act	 On Motion to Suspend the Rules and Pass	 H R 4055 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS IDEA FULL FUNDING ACT										
749	1	1	0	 HR1901	 Passed	 Kika de la Garza United States Border Station	 On Motion to Suspend the Rules and Pass	 H R 1901 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS KIKA DE LA GARZA UNITED STATES BORDER STATION										
